"Year","Area","Street","Street.2"
2011,"Birmingham","Hagley Road Eedgbaston",""
2011,"Birmingham","Harborne Cricket Club",""
2011,"Birmingham","Harborne High St",""
2011,"Birmingham","Harborne High Street",""
2011,"Birmingham","Harborne High Street",""
2011,"Birmingham","Harborne High Street",""
2011,"Birmingham","Harborne Park Road",""
2011,"Birmingham","Harborne Police Station",""
2011,"Birmingham","Harbourne Cricket Club",""
2011,"Birmingham","Hawkesley End",""
2011,"Birmingham","Hawkesley Square",""
2011,"Birmingham","Hazelwell Street",""
2011,"Birmingham","Heathmill Lane Digbeth",""
2011,"Birmingham","Herons Wood",""
2011,"Birmingham","High St",""
2011,"Birmingham","High St Harborne",""
2011,"Birmingham","High St Harborne",""
2011,"Birmingham","High St Northfield",""
2011,"Birmingham","High Street Harborne",""
2011,"Birmingham","High Street Harborne",""
2011,"Birmingham","High Street Harborne",""
2011,"Birmingham","High Street Harborne",""
2011,"Birmingham","High Street Harbourne",""
2011,"Birmingham","High Street Harborne",""
2011,"Birmingham","High Street Harborne",""
2011,"Birmingham","Highfdield Lane",""
2011,"Birmingham","Highfield Lane",""
2011,"Birmingham","Highfield Lane Quinton",""
2011,"Birmingham","Hoggs Lane Northfield",""
2011,"Birmingham","Hollybank Road",""
2011,"Birmingham","Holywood Bowl Rubery",""
2011,"Birmingham","Home Address",""
2011,"Birmingham","Honnington Crescent Northfield",""
2011,"Birmingham","Jiggins Lane",""
2011,"Birmingham","Jiggins Lane Bartley Green",""
2011,"Birmingham","Kembertone Road",""
2011,"Birmingham","Kings Norton Green",""
2011,"Birmingham","Leech Green Rd",""
2011,"Birmingham","Leith Grove",""
2011,"Birmingham","Leith Grove",""
2011,"Birmingham","Long Fellow Road",""
2011,"Birmingham","Longbridge Lane",""
2011,"Birmingham","Longbridge Lane",""
2011,"Birmingham","Longbridge Lane West Heath",""
2011,"Birmingham","Longham Croft",""
2011,"Birmingham","Lottie Road",""
2011,"Birmingham","Lutley Grove",""
2011,"Birmingham","Malins Road Harborne",""
2011,"Birmingham","Manderville House",""
2011,"Birmingham","Marjoram Close Hawksley",""
2011,"Birmingham","Masshouse Lane",""
2011,"Birmingham","Masshouse Lane",""
2011,"Birmingham","Maypole Lane",""
2011,"Birmingham","Merritts Hill",""
2011,"Birmingham","Metchley Lane",""
2011,"Birmingham","Moat Road",""
2011,"Birmingham","Mounbatten House Wyndham Road",""
2011,"Birmingham","NEW STREET BR",""
2011,"Birmingham","New Street Station",""
2011,"Birmingham","Nortb Worcester Golf Club",""
2011,"Birmingham","North Street Harborne",""
2011,"Birmingham","North Street Harborne",""
2011,"Birmingham","Northfield High Street",""
2011,"Birmingham","Northfield High Street",""
2011,"Birmingham","Oakridge Road Northfield",""
2011,"Birmingham","Oddingley Road",""
2011,"Birmingham","Oddingley Road West Heath",""
2011,"Birmingham","Paradise Forum Birmingham",""
2011,"Birmingham","Parsons Hill",""
2011,"Birmingham","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Birmingham","Pershore Road South Kings Norton",""
2011,"Birmingham","Poole Crescent Harborne",""
2011,"Birmingham","Poplar Avenue",""
2011,"Birmingham","Portlands Road",""
2011,"Birmingham","Princethorpe Road",""
2011,"Birmingham","QE Casualty",""
2011,"Birmingham","Qe Hospital",""
2011,"Birmingham","QE Hospital",""
2011,"Birmingham","Quality Hotel",""
2011,"Birmingham","Queen Elizabeth Hospital",""
2011,"Birmingham","Raddlebarn Road",""
2011,"Birmingham","Richmond Hill Road",""
2011,"Birmingham","Richmond Road",""
2011,"Birmingham","Rose Road",""
2011,"Birmingham","Rose Road Harborne",""
2011,"Birmingham","Sainsburys Frankley Beeches Rd Northfield",""
2011,"Birmingham","Selcroft Ave",""
2011,"Birmingham","Shannon Rd Kings Norton",""
2011,"Birmingham","Shawbrook Grove",""
2011,"Birmingham","Shell Forecourt Bristol Rd",""
2011,"Birmingham","Sir Hiltons Road West Heath",""
2011,"Birmingham","Snax Forcourt",""
2011,"Birmingham","Solihull High Street",""
2011,"Birmingham","Solihull High Street Outside Rosies",""
2011,"Birmingham","Stanley Road Quinton",""
2011,"Birmingham","Stone Road Edgbaston",""
2011,"Birmingham","Stonehouse Lane",""
2011,"Birmingham","Stratford Road Sparkbrook Birmingham",""
2011,"Birmingham","The Fold",""
2011,"Birmingham","The Fold Kings Norton",""
2011,"Birmingham","The Jester PH",""
2011,"Birmingham","The Parade Queensway City Centre",""
2011,"Birmingham","The Royal Oak Public House Pershore Road",""
2011,"Birmingham","Three Horshoes PH",""
2011,"Birmingham","Three Shires Oak Road",""
2011,"Birmingham","Three Shires Road",""
2011,"Birmingham","Trescotte Road",""
2011,"Birmingham","Turves Green",""
2011,"Birmingham","Unknown",""
2011,"Birmingham","Valbourne Road Kings Heath",""
2011,"Birmingham","Vicarage Road Kings Heath",""
2011,"Birmingham","Vineyard Road Northfield",""
2011,"Birmingham","War Lane",""
2011,"Birmingham","Watford Rd Cotteridge",""
2011,"Birmingham","Weolly Castle Road",""
2011,"Birmingham","Westminster Road",""
2011,"Birmingham","Wolverhampton Street",""
2011,"Birmingham","Woodhouse Road Quinton",""
2011,"Birmingham","Woodmeadow Road",""
2011,"Birmingham","Worlds End Lane",""
2011,"Birmingham","Worlds End Lane",""
2011,"Birmingham","Worlds End Lane Quinton",""
2011,"Birmingham","Worlds End Lane Quinton",""
2011,"Birmingham","Acardian Centre",""
2011,"Birmingham","Adderley Road",""
2011,"Birmingham","Air Night Club",""
2011,"Birmingham","Albert Road Handsworth Birmingham",""
2011,"Birmingham","Arcadia Centre Birmingham City Centre",""
2011,"Birmingham","Arcadian",""
2011,"Birmingham","Arcadian",""
2011,"Birmingham","Arcadian Birmingham City Centre",""
2011,"Birmingham","Arcadian Center Birmingham",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre Bham",""
2011,"Birmingham","Arcadian Centre Birmingham",""
2011,"Birmingham","Arcadian Centre Birmingham City Centre",""
2011,"Birmingham","Arcadian Centre Ladywell Walk",""
2011,"Birmingham","Arcadian Centre Ladywell Walk",""
2011,"Birmingham","Arcadian Entertainment Centre Birmingham",""
2011,"Birmingham","Arcadian City Centre",""
2011,"Birmingham","Arcadian Hurst Street",""
2011,"Birmingham","Aston Hotel",""
2011,"Birmingham","Aston Police Station",""
2011,"Birmingham","Aston Villa Football Ground",""
2011,"Birmingham","Attenborough Close",""
2011,"Birmingham","Away Fans Coach Park Bham Cfc",""
2011,"Birmingham","Away Supporters Entrance Bcfc",""
2011,"Birmingham","Bar Risa",""
2011,"Birmingham","Bath Row Birmingham",""
2011,"Birmingham","Bath Street City Centre",""
2011,"Birmingham","BCFC Home Fans Car Aprke",""
2011,"Birmingham","BCFC Ground",""
2011,"Birmingham","BCFC Tilton Road Entrance",""
2011,"Birmingham","Berkeley Street",""
2011,"Birmingham","Berkeley Street",""
2011,"Birmingham","Berkley Street",""
2011,"Birmingham","B Ham New Street Station",""
2011,"Birmingham","Big Bite Broad Street",""
2011,"Birmingham","BIGWOK Restaurant Birmingham",""
2011,"Birmingham","Birchfield Road Perry Barr",""
2011,"Birmingham","Birchfield Road Birmingham",""
2011,"Birmingham","Birchfield Road City Centre",""
2011,"Birmingham","Birchfiled Road",""
2011,"Birmingham","Birmingham City FC Coach Park",""
2011,"Birmingham","Birmingham Magistrates Court",""
2011,"Birmingham","Birmingham New St",""
2011,"Birmingham","Birmingham New Street Station",""
2011,"Birmingham","Birmingham New Street",""
2011,"Birmingham","Bishopgate Street Junction Of Broad Street",""
2011,"Birmingham","Bishopgate Street City Centre",""
2011,"Birmingham","Bishopsgate Street",""
2011,"Birmingham","Bliss Bar Broad Street",""
2011,"Birmingham","Bliss Nightclub Broad St Birmingham",""
2011,"Birmingham","Bliss Nightclub Broad St",""
2011,"Birmingham","Bliss Broad St",""
2011,"Birmingham","Bordesley Green",""
2011,"Birmingham","Bordesley Green Rd",""
2011,"Birmingham","Bradford St Birmingham",""
2011,"Birmingham","Braod Street City Centre",""
2011,"Birmingham","Braod Street City Centre",""
2011,"Birmingham","Braod Street City Centre",""
2011,"Birmingham","Braod Street City Centre",""
2011,"Birmingham","Braod Street City Centre",""
2011,"Birmingham","Braod Street City Centre",""
2011,"Birmingham","Briar Rose PH Bennetts Hill",""
2011,"Birmingham","Brighton Arms PH",""
2011,"Birmingham","Bristol Road Birmingham",""
2011,"Birmingham","Bristol Road Edgbaston",""
2011,"Birmingham","Bristol St Birmingham City Centre",""
2011,"Birmingham","Bristol Street",""
2011,"Birmingham","Bristol Street",""
2011,"Birmingham","Bristol Street South",""
2011,"Birmingham","Bristol Street South",""
2011,"Birmingham","Brittania Hotel",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St Gas Street City Centre",""
2011,"Birmingham","Broad St Bham",""
2011,"Birmingham","Broad St Bham",""
2011,"Birmingham","Broad St City Centre",""
2011,"Birmingham","Broad St City Centre Birmingham",""
2011,"Birmingham","Broad St Bham",""
2011,"Birmingham","Broad St Bham",""
2011,"Birmingham","Broad St Bham",""
2011,"Birmingham","Broad St Bham",""
2011,"Birmingham","Broad St Bham",""
2011,"Birmingham","Broad St Bham",""
2011,"Birmingham","Broad St Bham",""
2011,"Birmingham","Broad St Bham",""
2011,"Birmingham","Broad St Birmingham",""
2011,"Birmingham","Broad St Birmingham",""
2011,"Birmingham","Broad St Birmingham",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Opposite Walkabout",""
2011,"Birmingham","Broad Street Outside Roccocco",""
2011,"Birmingham","Broad Street B Ham",""
2011,"Birmingham","Broad Street B Ham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","BROAD STREET Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre Birmingham",""
2011,"Birmingham","Broad Street City Centre Birmingham",""
2011,"Birmingham","Broad Street City Centre Birmingham",""
2011,"Birmingham","Broad Street City Centre Birmingham",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street City Centre",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street Birmingham",""
2011,"Birmingham","Broad Strret",""
2011,"Birmingham","Broadway Plaza Ladywood Middleway",""
2011,"Birmingham","Bromsgrove Street Birmingham",""
2011,"Birmingham","Brookvale Rd Witton",""
2011,"Birmingham","Bull Ring",""
2011,"Birmingham","Bull Ring",""
2011,"Birmingham","Bullring City Centre",""
2011,"Birmingham","Burford Road Kingstanding",""
2011,"Birmingham","Calshott Road Great Barr",""
2011,"Birmingham","Camborne Close",""
2011,"Birmingham","Canal Side Soho Loop Handsworth",""
2011,"Birmingham","Car Park AVFC",""
2011,"Birmingham","Carrs Lane",""
2011,"Birmingham","Chiswell Road",""
2011,"Birmingham","Church Vale Road",""
2011,"Birmingham","City Hospita Dudley Road",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital Dudley Road",""
2011,"Birmingham","City Hospital Birmingham",""
2011,"Birmingham","City Hospital Birmingham",""
2011,"Birmingham","City Road Birmingham",""
2011,"Birmingham","City Tavern",""
2011,"Birmingham","City Tavern Bishopsgate STm",""
2011,"Birmingham","Claythorn Avenue",""
2011,"Birmingham","College Road",""
2011,"Birmingham","Colmore Row",""
2011,"Birmingham","Colmore Row",""
2011,"Birmingham","Colmore Row Birmingham",""
2011,"Birmingham","Colmore Row Birmingham",""
2011,"Birmingham","Constitution Hill Birmingham",""
2011,"Birmingham","Corparation Street Birmingham",""
2011,"Birmingham","Corporation St",""
2011,"Birmingham","Corporation Street",""
2011,"Birmingham","Corporation Street",""
2011,"Birmingham","Corporation Street",""
2011,"Birmingham","Corporation Street",""
2011,"Birmingham","Corporation Street Birmingham",""
2011,"Birmingham","Corporation Street Birmingham",""
2011,"Birmingham","Corporation Street Birmingham",""
2011,"Birmingham","Corporation Street City Centre",""
2011,"Birmingham","Corporation Street City Centre",""
2011,"Birmingham","Corporation Street City Centre",""
2011,"Birmingham","Corporation Street City Centre",""
2011,"Birmingham","Corporation Street",""
2011,"Birmingham","Coventry Entrance BCFC",""
2011,"Birmingham","Coventry Road",""
2011,"Birmingham","Coventry Road Birmingham City FC",""
2011,"Birmingham","Dale End",""
2011,"Birmingham","Dale End",""
2011,"Birmingham","Dale End",""
2011,"Birmingham","Dale End",""
2011,"Birmingham","Dale End Birmingham",""
